"Comuna","Sub.Pacto","Partido","Votacion"
"LA FLORIDA","SUBPACTO IGUALDAD PARA CHILE","INDEPENDIENTE",883
"LA FLORIDA","SUBPACTO IGUALDAD PARA CHILE","PARTIDO IGUALDAD",2771
"LA FLORIDA","SUBPACTO PCCH E INDEPENDIENTES","PARTIDO COMUNISTA DE CHILE ",7986
"LA FLORIDA","SUBPACTO PDC E INDEPENDIENTES","INDEPENDIENTE",3486
"LA FLORIDA","SUBPACTO PDC E INDEPENDIENTES","PARTIDO DEMOCRATA CRISTIANO",5467
"LA FLORIDA","SUBPACTO PPD E INDEPENDIENTES","INDEPENDIENTE",766
"LA FLORIDA","SUBPACTO PPD E INDEPENDIENTES","PARTIDO POR LA DEMOCRACIA",3144
"LA FLORIDA","SUBPACTO PRI E INDEPENDIENTES","INDEPENDIENTE",3037
"LA FLORIDA","SUBPACTO PRI E INDEPENDIENTES","PARTIDO REGIONALISTA INDEPENDIENTE",687
"LA FLORIDA","SUBPACTO PRO E INDEPENDIENTES","INDEPENDIENTE",1078
"LA FLORIDA","SUBPACTO PRO E INDEPENDIENTES","PARTIDO PROGRESISTA ",1587
"LA FLORIDA","SUBPACTO PRSD E INDEPENDIENTES","INDEPENDIENTE",1827
"LA FLORIDA","SUBPACTO PRSD E INDEPENDIENTES","PARTIDO RADICAL SOCIALDEMOCRATA",1291
"LA FLORIDA","SUBPACTO PS E INDEPENDIENTES","PARTIDO SOCIALISTA DE CHILE ",5411
"LA FLORIDA",NA,"INDEPENDIENTE",3080
"LA FLORIDA",NA,"RENOVACION NACIONAL ",14762
"LA FLORIDA",NA,"UNION DEMOCRATA INDEPENDIENTE",12113
"LA FLORIDA",NA,"UNION PATRIOTICA",499
NA,NA,NA,NA
"LA GRANJA","SUBPACTO EVOPOLI E INDEPENDIENTES","INDEPENDIENTE",325
"LA GRANJA","SUBPACTO HUMANISTAS E INDEPENDIENTES","INDEPENDIENTE",203
"LA GRANJA","SUBPACTO HUMANISTAS E INDEPENDIENTES","PARTIDO HUMANISTA",194
"LA GRANJA","SUBPACTO IC, MAS REGION E INDEPENDIENTES","INDEPENDIENTE",222
"LA GRANJA","SUBPACTO PCCH E INDEPENDIENTES","INDEPENDIENTE",183
"LA GRANJA","SUBPACTO PCCH E INDEPENDIENTES","PARTIDO COMUNISTA DE CHILE ",663
"LA GRANJA","SUBPACTO PDC E INDEPENDIENTES","PARTIDO DEMOCRATA CRISTIANO",5616
"LA GRANJA","SUBPACTO PPD E INDEPENDIENTES","INDEPENDIENTE",87
"LA GRANJA","SUBPACTO PPD E INDEPENDIENTES","PARTIDO POR LA DEMOCRACIA",1571
"LA GRANJA","SUBPACTO PRO E INDEPENDIENTES","INDEPENDIENTE",77
"LA GRANJA","SUBPACTO PRO E INDEPENDIENTES","PARTIDO PROGRESISTA ",159
"LA GRANJA","SUBPACTO PRSD E INDEPENDIENTES","INDEPENDIENTE",261
"LA GRANJA","SUBPACTO PRSD E INDEPENDIENTES","PARTIDO RADICAL SOCIALDEMOCRATA",241
"LA GRANJA","SUBPACTO PS E INDEPENDIENTES","PARTIDO SOCIALISTA DE CHILE ",3604
"LA GRANJA",NA,"INDEPENDIENTE",3353
"LA GRANJA",NA,"PARTIDO ECOLOGISTA VERDE ",647
"LA GRANJA",NA,"REVOLUCION DEMOCRATICA",1132
"LA GRANJA",NA,"UNION DEMOCRATA INDEPENDIENTE",1248
"LA GRANJA",NA,"UNION PATRIOTICA",132
NA,NA,NA,NA
"LA PINTANA","SUBPACTO EVOPOLI E INDEPENDIENTES","PARTIDO EVOLUCION POLITICA ",345
"LA PINTANA","SUBPACTO HUMANISTAS E INDEPENDIENTES","INDEPENDIENTE",1574
"LA PINTANA","SUBPACTO IC, MAS REGION E INDEPENDIENTES","INDEPENDIENTE",387
"LA PINTANA","SUBPACTO IGUALDAD PARA CHILE","INDEPENDIENTE",395
"LA PINTANA","SUBPACTO IGUALDAD PARA CHILE","PARTIDO IGUALDAD",1018
"LA PINTANA","SUBPACTO PCCH E INDEPENDIENTES","INDEPENDIENTE",867
"LA PINTANA","SUBPACTO PCCH E INDEPENDIENTES","PARTIDO COMUNISTA DE CHILE ",1600
"LA PINTANA","SUBPACTO PDC E INDEPENDIENTES","INDEPENDIENTE",1251
"LA PINTANA","SUBPACTO PDC E INDEPENDIENTES","PARTIDO DEMOCRATA CRISTIANO",1011
"LA PINTANA","SUBPACTO PPD E INDEPENDIENTES","PARTIDO POR LA DEMOCRACIA",4334
"LA PINTANA","SUBPACTO PRI E INDEPENDIENTES","INDEPENDIENTE",221
"LA PINTANA","SUBPACTO PRI E INDEPENDIENTES","PARTIDO REGIONALISTA INDEPENDIENTE",187
"LA PINTANA","SUBPACTO PRO E INDEPENDIENTES","INDEPENDIENTE",152
"LA PINTANA","SUBPACTO PRO E INDEPENDIENTES","PARTIDO PROGRESISTA ",1626
"LA PINTANA","SUBPACTO PRSD E INDEPENDIENTES","INDEPENDIENTE",1051
"LA PINTANA","SUBPACTO PRSD E INDEPENDIENTES","PARTIDO RADICAL SOCIALDEMOCRATA",1367
"LA PINTANA","SUBPACTO PS E INDEPENDIENTES","PARTIDO SOCIALISTA DE CHILE ",2422
"LA PINTANA",NA,"INDEPENDIENTE",1211
"LA PINTANA",NA,"RENOVACION NACIONAL ",3287
"LA PINTANA",NA,"REVOLUCION DEMOCRATICA",523
"LA PINTANA",NA,"UNION DEMOCRATA INDEPENDIENTE",999
NA,NA,NA,NA
"LA REINA","SUBPACTO EVOPOLI E INDEPENDIENTES","INDEPENDIENTE",1349
"LA REINA","SUBPACTO HUMANISTAS E INDEPENDIENTES","INDEPENDIENTE",350
"LA REINA","SUBPACTO HUMANISTAS E INDEPENDIENTES","PARTIDO HUMANISTA",1685
"LA REINA","SUBPACTO IGUALDAD PARA CHILE","PARTIDO IGUALDAD",423
"LA REINA","SUBPACTO PCCH E INDEPENDIENTES","INDEPENDIENTE",414
"LA REINA","SUBPACTO PCCH E INDEPENDIENTES","PARTIDO COMUNISTA DE CHILE ",647
"LA REINA","SUBPACTO PDC E INDEPENDIENTES","PARTIDO DEMOCRATA CRISTIANO",4587
"LA REINA","SUBPACTO PPD E INDEPENDIENTES","PARTIDO POR LA DEMOCRACIA",2080
"LA REINA","SUBPACTO PRI E INDEPENDIENTES","INDEPENDIENTE",205
"LA REINA","SUBPACTO PRO E INDEPENDIENTES","INDEPENDIENTE",149
"LA REINA","SUBPACTO PRO E INDEPENDIENTES","PARTIDO PROGRESISTA ",753
"LA REINA","SUBPACTO PRSD E INDEPENDIENTES","INDEPENDIENTE",717
"LA REINA","SUBPACTO PRSD E INDEPENDIENTES","PARTIDO RADICAL SOCIALDEMOCRATA",844
"LA REINA","SUBPACTO PS E INDEPENDIENTES","PARTIDO SOCIALISTA DE CHILE ",1631
"LA REINA",NA,"INDEPENDIENTE",1526
"LA REINA",NA,"RENOVACION NACIONAL ",4933
"LA REINA",NA,"REVOLUCION DEMOCRATICA",2365
"LA REINA",NA,"UNION DEMOCRATA INDEPENDIENTE",6670
NA,NA,NA,NA
"LAS CONDES","SUBPACTO EVOPOLI E INDEPENDIENTES","INDEPENDIENTE",2700
"LAS CONDES","SUBPACTO EVOPOLI E INDEPENDIENTES","PARTIDO EVOLUCION POLITICA ",4947
"LAS CONDES","SUBPACTO IC, MAS REGION E INDEPENDIENTES","INDEPENDIENTE",189
"LAS CONDES","SUBPACTO IGUALDAD PARA CHILE","INDEPENDIENTE",122
"LAS CONDES","SUBPACTO IGUALDAD PARA CHILE","PARTIDO IGUALDAD",445
"LAS CONDES","SUBPACTO PCCH E INDEPENDIENTES","INDEPENDIENTE",223
"LAS CONDES","SUBPACTO PDC E INDEPENDIENTES","PARTIDO DEMOCRATA CRISTIANO",4977
"LAS CONDES","SUBPACTO PPD E INDEPENDIENTES","PARTIDO POR LA DEMOCRACIA",1630
"LAS CONDES","SUBPACTO PRO E INDEPENDIENTES","INDEPENDIENTE",179
"LAS CONDES","SUBPACTO PRO E INDEPENDIENTES","PARTIDO PROGRESISTA ",408
"LAS CONDES","SUBPACTO PRSD E INDEPENDIENTES","INDEPENDIENTE",392
"LAS CONDES","SUBPACTO PRSD E INDEPENDIENTES","PARTIDO RADICAL SOCIALDEMOCRATA",536
"LAS CONDES","SUBPACTO PS E INDEPENDIENTES","PARTIDO SOCIALISTA DE CHILE ",1913
"LAS CONDES",NA,"INDEPENDIENTE",9016
"LAS CONDES",NA,"PARTIDO ECOLOGISTA VERDE ",2487
"LAS CONDES",NA,"RENOVACION NACIONAL ",21785
"LAS CONDES",NA,"REVOLUCION DEMOCRATICA",2073
"LAS CONDES",NA,"UNION DEMOCRATA INDEPENDIENTE",29569
NA,NA,NA,NA
"LO BARNECHEA","SUBPACTO EVOPOLI E INDEPENDIENTES","INDEPENDIENTE",2598
"LO BARNECHEA","SUBPACTO EVOPOLI E INDEPENDIENTES","PARTIDO EVOLUCION POLITICA ",1084
"LO BARNECHEA","SUBPACTO IGUALDAD PARA CHILE","INDEPENDIENTE",320
"LO BARNECHEA","SUBPACTO IGUALDAD PARA CHILE","PARTIDO IGUALDAD",1575
"LO BARNECHEA","SUBPACTO PDC E INDEPENDIENTES","INDEPENDIENTE",531
"LO BARNECHEA","SUBPACTO PDC E INDEPENDIENTES","PARTIDO DEMOCRATA CRISTIANO",447
"LO BARNECHEA","SUBPACTO PPD E INDEPENDIENTES","PARTIDO POR LA DEMOCRACIA",1065
"LO BARNECHEA","SUBPACTO PRI E INDEPENDIENTES","INDEPENDIENTE",394
"LO BARNECHEA","SUBPACTO PRI E INDEPENDIENTES","PARTIDO REGIONALISTA INDEPENDIENTE",1671
"LO BARNECHEA","SUBPACTO PRO E INDEPENDIENTES","INDEPENDIENTE",307
"LO BARNECHEA","SUBPACTO PRSD E INDEPENDIENTES","INDEPENDIENTE",205
"LO BARNECHEA","SUBPACTO PS E INDEPENDIENTES","PARTIDO SOCIALISTA DE CHILE ",362
"LO BARNECHEA",NA,"INDEPENDIENTE",5372
"LO BARNECHEA",NA,"RENOVACION NACIONAL ",9048
"LO BARNECHEA",NA,"UNION DEMOCRATA INDEPENDIENTE",3880
NA,NA,NA,NA
"LO ESPEJO","SUBPACTO EVOPOLI E INDEPENDIENTES","INDEPENDIENTE",732
"LO ESPEJO","SUBPACTO EVOPOLI E INDEPENDIENTES","PARTIDO EVOLUCION POLITICA ",125
"LO ESPEJO","SUBPACTO IC, MAS REGION E INDEPENDIENTES","INDEPENDIENTE",860
"LO ESPEJO","SUBPACTO IC, MAS REGION E INDEPENDIENTES","MAS REGION ",677
"LO ESPEJO","SUBPACTO PCCH E INDEPENDIENTES","PARTIDO COMUNISTA DE CHILE ",1508
"LO ESPEJO","SUBPACTO PDC E INDEPENDIENTES","PARTIDO DEMOCRATA CRISTIANO",2971
"LO ESPEJO","SUBPACTO PPD E INDEPENDIENTES","PARTIDO POR LA DEMOCRACIA",3292
"LO ESPEJO","SUBPACTO PRO E INDEPENDIENTES","INDEPENDIENTE",556
"LO ESPEJO","SUBPACTO PRO E INDEPENDIENTES","PARTIDO PROGRESISTA ",1161
"LO ESPEJO","SUBPACTO PRSD E INDEPENDIENTES","PARTIDO RADICAL SOCIALDEMOCRATA",1770
"LO ESPEJO","SUBPACTO PS E INDEPENDIENTES","PARTIDO SOCIALISTA DE CHILE ",2770
"LO ESPEJO",NA,"INDEPENDIENTE",1752
"LO ESPEJO",NA,"RENOVACION NACIONAL ",551
"LO ESPEJO",NA,"UNION DEMOCRATA INDEPENDIENTE",997
"LO ESPEJO",NA,"UNION PATRIOTICA",184
NA,NA,NA,NA
"MACUL","SUBPACTO EVOPOLI E INDEPENDIENTES","INDEPENDIENTE",236
"MACUL","SUBPACTO EVOPOLI E INDEPENDIENTES","PARTIDO EVOLUCION POLITICA ",709
"MACUL","SUBPACTO HUMANISTAS E INDEPENDIENTES","PARTIDO HUMANISTA",1277
"MACUL","SUBPACTO IC, MAS REGION E INDEPENDIENTES","INDEPENDIENTE",58
"MACUL","SUBPACTO PCCH E INDEPENDIENTES","INDEPENDIENTE",88
"MACUL","SUBPACTO PCCH E INDEPENDIENTES","PARTIDO COMUNISTA DE CHILE ",1880
"MACUL","SUBPACTO PDC E INDEPENDIENTES","INDEPENDIENTE",639
"MACUL","SUBPACTO PDC E INDEPENDIENTES","PARTIDO DEMOCRATA CRISTIANO",4952
"MACUL","SUBPACTO PPD E INDEPENDIENTES","PARTIDO POR LA DEMOCRACIA",3698
"MACUL","SUBPACTO PRO E INDEPENDIENTES","INDEPENDIENTE",726
"MACUL","SUBPACTO PRO E INDEPENDIENTES","PARTIDO PROGRESISTA ",788
"MACUL","SUBPACTO PRSD E INDEPENDIENTES","INDEPENDIENTE",659
"MACUL","SUBPACTO PRSD E INDEPENDIENTES","PARTIDO RADICAL SOCIALDEMOCRATA",980
"MACUL","SUBPACTO PS E INDEPENDIENTES","PARTIDO SOCIALISTA DE CHILE ",1641
"MACUL",NA,"INDEPENDIENTE",2004
"MACUL",NA,"PARTIDO ECOLOGISTA VERDE ",1205
"MACUL",NA,"PARTIDO IGUALDAD",295
"MACUL",NA,"RENOVACION NACIONAL ",3257
"MACUL",NA,"REVOLUCION DEMOCRATICA",1606
"MACUL",NA,"UNION DEMOCRATA INDEPENDIENTE",1625
"MACUL",NA,"UNION PATRIOTICA",116
NA,NA,NA,NA
"ÑUÑOA","SUBPACTO EVOPOLI E INDEPENDIENTES","INDEPENDIENTE",366
"ÑUÑOA","SUBPACTO EVOPOLI E INDEPENDIENTES","PARTIDO EVOLUCION POLITICA ",2980
"ÑUÑOA","SUBPACTO HUMANISTAS E INDEPENDIENTES","PARTIDO HUMANISTA",1222
"ÑUÑOA","SUBPACTO IC, MAS REGION E INDEPENDIENTES","MAS REGION ",94
"ÑUÑOA","SUBPACTO IGUALDAD PARA CHILE","PARTIDO IGUALDAD",228
"ÑUÑOA","SUBPACTO PCCH E INDEPENDIENTES","INDEPENDIENTE",2498
"ÑUÑOA","SUBPACTO PCCH E INDEPENDIENTES","PARTIDO COMUNISTA DE CHILE ",2801
"ÑUÑOA","SUBPACTO PDC E INDEPENDIENTES","PARTIDO DEMOCRATA CRISTIANO",4073
"ÑUÑOA","SUBPACTO PPD E INDEPENDIENTES","INDEPENDIENTE",1139
"ÑUÑOA","SUBPACTO PPD E INDEPENDIENTES","PARTIDO POR LA DEMOCRACIA",2387
"ÑUÑOA","SUBPACTO PRI E INDEPENDIENTES","INDEPENDIENTE",181
"ÑUÑOA","SUBPACTO PRO E INDEPENDIENTES","INDEPENDIENTE",692
"ÑUÑOA","SUBPACTO PRO E INDEPENDIENTES","PARTIDO PROGRESISTA ",416
"ÑUÑOA","SUBPACTO PRSD E INDEPENDIENTES","INDEPENDIENTE",204
"ÑUÑOA","SUBPACTO PRSD E INDEPENDIENTES","PARTIDO RADICAL SOCIALDEMOCRATA",552
"ÑUÑOA","SUBPACTO PS E INDEPENDIENTES","PARTIDO SOCIALISTA DE CHILE ",7333
"ÑUÑOA",NA,"INDEPENDIENTE",12328
"ÑUÑOA",NA,"RENOVACION NACIONAL ",11025
"ÑUÑOA",NA,"REVOLUCION DEMOCRATICA",4956
"ÑUÑOA",NA,"UNION DEMOCRATA INDEPENDIENTE",4290
NA,NA,NA,NA
"PEDRO AGUIRRE CERDA","SUBPACTO HUMANISTAS E INDEPENDIENTES","PARTIDO HUMANISTA",470
"PEDRO AGUIRRE CERDA","SUBPACTO IC, MAS REGION E INDEPENDIENTES","INDEPENDIENTE",175
"PEDRO AGUIRRE CERDA","SUBPACTO PCCH E INDEPENDIENTES","PARTIDO COMUNISTA DE CHILE ",4905
"PEDRO AGUIRRE CERDA","SUBPACTO PDC E INDEPENDIENTES","PARTIDO DEMOCRATA CRISTIANO",1985
"PEDRO AGUIRRE CERDA","SUBPACTO PPD E INDEPENDIENTES","PARTIDO POR LA DEMOCRACIA",1890
"PEDRO AGUIRRE CERDA","SUBPACTO PRO E INDEPENDIENTES","INDEPENDIENTE",126
"PEDRO AGUIRRE CERDA","SUBPACTO PRO E INDEPENDIENTES","PARTIDO PROGRESISTA ",343
"PEDRO AGUIRRE CERDA","SUBPACTO PRSD E INDEPENDIENTES","PARTIDO RADICAL SOCIALDEMOCRATA",2481
"PEDRO AGUIRRE CERDA","SUBPACTO PS E INDEPENDIENTES","PARTIDO SOCIALISTA DE CHILE ",3889
"PEDRO AGUIRRE CERDA",NA,"INDEPENDIENTE",6127
"PEDRO AGUIRRE CERDA",NA,"RENOVACION NACIONAL ",2645
"PEDRO AGUIRRE CERDA",NA,"UNION DEMOCRATA INDEPENDIENTE",1101
NA,NA,NA,NA
"PEÑALOLEN","SUBPACTO EVOPOLI E INDEPENDIENTES","INDEPENDIENTE",645
"PEÑALOLEN","SUBPACTO EVOPOLI E INDEPENDIENTES","PARTIDO EVOLUCION POLITICA ",669
"PEÑALOLEN","SUBPACTO HUMANISTAS E INDEPENDIENTES","INDEPENDIENTE",508
"PEÑALOLEN","SUBPACTO HUMANISTAS E INDEPENDIENTES","PARTIDO HUMANISTA",923
"PEÑALOLEN","SUBPACTO IC, MAS REGION E INDEPENDIENTES","INDEPENDIENTE",108
"PEÑALOLEN","SUBPACTO IGUALDAD PARA CHILE","INDEPENDIENTE",1045
"PEÑALOLEN","SUBPACTO IGUALDAD PARA CHILE","PARTIDO IGUALDAD",1632
"PEÑALOLEN","SUBPACTO PCCH E INDEPENDIENTES","INDEPENDIENTE",166
"PEÑALOLEN","SUBPACTO PCCH E INDEPENDIENTES","PARTIDO COMUNISTA DE CHILE ",2191
"PEÑALOLEN","SUBPACTO PDC E INDEPENDIENTES","INDEPENDIENTE",491
"PEÑALOLEN","SUBPACTO PDC E INDEPENDIENTES","PARTIDO DEMOCRATA CRISTIANO",5401
"PEÑALOLEN","SUBPACTO PPD E INDEPENDIENTES","PARTIDO POR LA DEMOCRACIA",4767
"PEÑALOLEN","SUBPACTO PRI E INDEPENDIENTES","INDEPENDIENTE",221
"PEÑALOLEN","SUBPACTO PRO E INDEPENDIENTES","INDEPENDIENTE",1426
"PEÑALOLEN","SUBPACTO PRO E INDEPENDIENTES","PARTIDO PROGRESISTA ",679
"PEÑALOLEN","SUBPACTO PRSD E INDEPENDIENTES","INDEPENDIENTE",197
"PEÑALOLEN","SUBPACTO PRSD E INDEPENDIENTES","PARTIDO RADICAL SOCIALDEMOCRATA",896
"PEÑALOLEN","SUBPACTO PS E INDEPENDIENTES","INDEPENDIENTE",1845
"PEÑALOLEN","SUBPACTO PS E INDEPENDIENTES","PARTIDO SOCIALISTA DE CHILE ",3377
"PEÑALOLEN",NA,"INDEPENDIENTE",4361
"PEÑALOLEN",NA,"RENOVACION NACIONAL ",4278
"PEÑALOLEN",NA,"REVOLUCION DEMOCRATICA",1735
"PEÑALOLEN",NA,"UNION DEMOCRATA INDEPENDIENTE",7065
NA,NA,NA,NA
"PIRQUE","SUBPACTO EVOPOLI E INDEPENDIENTES","INDEPENDIENTE",212
"PIRQUE","SUBPACTO IC, MAS REGION E INDEPENDIENTES","INDEPENDIENTE",25
"PIRQUE","SUBPACTO PCCH E INDEPENDIENTES","PARTIDO COMUNISTA DE CHILE ",245
"PIRQUE","SUBPACTO PDC E INDEPENDIENTES","PARTIDO DEMOCRATA CRISTIANO",347
"PIRQUE","SUBPACTO PPD E INDEPENDIENTES","INDEPENDIENTE",239
"PIRQUE","SUBPACTO PPD E INDEPENDIENTES","PARTIDO POR LA DEMOCRACIA",285
"PIRQUE","SUBPACTO PRI E INDEPENDIENTES","INDEPENDIENTE",18
"PIRQUE","SUBPACTO PRO E INDEPENDIENTES","INDEPENDIENTE",252
"PIRQUE","SUBPACTO PRSD E INDEPENDIENTES","INDEPENDIENTE",646
"PIRQUE","SUBPACTO PRSD E INDEPENDIENTES","PARTIDO RADICAL SOCIALDEMOCRATA",306
"PIRQUE","SUBPACTO PS E INDEPENDIENTES","PARTIDO SOCIALISTA DE CHILE ",486
"PIRQUE",NA,"INDEPENDIENTE",1197
"PIRQUE",NA,"PARTIDO ECOLOGISTA VERDE ",378
"PIRQUE",NA,"RENOVACION NACIONAL ",2303
"PIRQUE",NA,"UNION DEMOCRATA INDEPENDIENTE",653
NA,NA,NA,NA
"PROVIDENCIA","SUBPACTO EVOPOLI E INDEPENDIENTES","INDEPENDIENTE",583
"PROVIDENCIA","SUBPACTO EVOPOLI E INDEPENDIENTES","PARTIDO EVOLUCION POLITICA ",1655
"PROVIDENCIA","SUBPACTO HUMANISTAS E INDEPENDIENTES","PARTIDO HUMANISTA",699
"PROVIDENCIA","SUBPACTO IC, MAS REGION E INDEPENDIENTES","INDEPENDIENTE",113
"PROVIDENCIA","SUBPACTO IGUALDAD PARA CHILE","PARTIDO IGUALDAD",296
"PROVIDENCIA","SUBPACTO PCCH E INDEPENDIENTES","INDEPENDIENTE",448
"PROVIDENCIA","SUBPACTO PCCH E INDEPENDIENTES","PARTIDO COMUNISTA DE CHILE ",1869
"PROVIDENCIA","SUBPACTO PDC E INDEPENDIENTES","PARTIDO DEMOCRATA CRISTIANO",3648
"PROVIDENCIA","SUBPACTO PPD E INDEPENDIENTES","INDEPENDIENTE",243
"PROVIDENCIA","SUBPACTO PPD E INDEPENDIENTES","PARTIDO POR LA DEMOCRACIA",987
"PROVIDENCIA","SUBPACTO PRI E INDEPENDIENTES","INDEPENDIENTE",417
"PROVIDENCIA","SUBPACTO PRI E INDEPENDIENTES","PARTIDO REGIONALISTA INDEPENDIENTE",419
"PROVIDENCIA","SUBPACTO PRO E INDEPENDIENTES","INDEPENDIENTE",789
"PROVIDENCIA","SUBPACTO PRO E INDEPENDIENTES","PARTIDO PROGRESISTA ",3239
"PROVIDENCIA","SUBPACTO PRSD E INDEPENDIENTES","INDEPENDIENTE",566
"PROVIDENCIA","SUBPACTO PS E INDEPENDIENTES","PARTIDO SOCIALISTA DE CHILE ",6173
"PROVIDENCIA",NA,"INDEPENDIENTE",5883
"PROVIDENCIA",NA,"RENOVACION NACIONAL ",16251
"PROVIDENCIA",NA,"REVOLUCION DEMOCRATICA",6254
"PROVIDENCIA",NA,"UNION DEMOCRATA INDEPENDIENTE",7045
"PROVIDENCIA",NA,"UNION PATRIOTICA",216
NA,NA,NA,NA
"PUENTE ALTO","SUBPACTO EVOPOLI E INDEPENDIENTES","INDEPENDIENTE",214
"PUENTE ALTO","SUBPACTO EVOPOLI E INDEPENDIENTES","PARTIDO EVOLUCION POLITICA ",214
"PUENTE ALTO","SUBPACTO HUMANISTAS E INDEPENDIENTES","INDEPENDIENTE",493
"PUENTE ALTO","SUBPACTO HUMANISTAS E INDEPENDIENTES","PARTIDO HUMANISTA",1551
"PUENTE ALTO","SUBPACTO IC, MAS REGION E INDEPENDIENTES","INDEPENDIENTE",343
"PUENTE ALTO","SUBPACTO IGUALDAD PARA CHILE","INDEPENDIENTE",2116
"PUENTE ALTO","SUBPACTO PCCH E INDEPENDIENTES","INDEPENDIENTE",767
"PUENTE ALTO","SUBPACTO PCCH E INDEPENDIENTES","PARTIDO COMUNISTA DE CHILE ",3017
"PUENTE ALTO","SUBPACTO PDC E INDEPENDIENTES","PARTIDO DEMOCRATA CRISTIANO",4409
"PUENTE ALTO","SUBPACTO PPD E INDEPENDIENTES","INDEPENDIENTE",186
"PUENTE ALTO","SUBPACTO PPD E INDEPENDIENTES","PARTIDO POR LA DEMOCRACIA",2801
"PUENTE ALTO","SUBPACTO PRI E INDEPENDIENTES","INDEPENDIENTE",310
"PUENTE ALTO","SUBPACTO PRI E INDEPENDIENTES","PARTIDO REGIONALISTA INDEPENDIENTE",926
"PUENTE ALTO","SUBPACTO PRO E INDEPENDIENTES","INDEPENDIENTE",1726
"PUENTE ALTO","SUBPACTO PRO E INDEPENDIENTES","PARTIDO PROGRESISTA ",911
"PUENTE ALTO","SUBPACTO PRSD E INDEPENDIENTES","INDEPENDIENTE",1980
"PUENTE ALTO","SUBPACTO PRSD E INDEPENDIENTES","PARTIDO RADICAL SOCIALDEMOCRATA",611
"PUENTE ALTO","SUBPACTO PS E INDEPENDIENTES","INDEPENDIENTE",467
"PUENTE ALTO","SUBPACTO PS E INDEPENDIENTES","PARTIDO SOCIALISTA DE CHILE ",5945
"PUENTE ALTO",NA,"INDEPENDIENTE",7931
"PUENTE ALTO",NA,"PARTIDO ECOLOGISTA VERDE ",1481
"PUENTE ALTO",NA,"RENOVACION NACIONAL ",35862
"PUENTE ALTO",NA,"UNION DEMOCRATA INDEPENDIENTE",1149
"PUENTE ALTO",NA,"UNION PATRIOTICA",427
NA,NA,NA,NA
"SAN JOAQUIN","SUBPACTO EVOPOLI E INDEPENDIENTES","INDEPENDIENTE",291
"SAN JOAQUIN","SUBPACTO EVOPOLI E INDEPENDIENTES","PARTIDO EVOLUCION POLITICA ",298
"SAN JOAQUIN","SUBPACTO HUMANISTAS E INDEPENDIENTES","PARTIDO HUMANISTA",269
"SAN JOAQUIN","SUBPACTO PCCH E INDEPENDIENTES","INDEPENDIENTE",266
"SAN JOAQUIN","SUBPACTO PCCH E INDEPENDIENTES","PARTIDO COMUNISTA DE CHILE ",1898
"SAN JOAQUIN","SUBPACTO PDC E INDEPENDIENTES","PARTIDO DEMOCRATA CRISTIANO",1999
"SAN JOAQUIN","SUBPACTO PPD E INDEPENDIENTES","PARTIDO POR LA DEMOCRACIA",1479
"SAN JOAQUIN","SUBPACTO PRO E INDEPENDIENTES","INDEPENDIENTE",174
"SAN JOAQUIN","SUBPACTO PRO E INDEPENDIENTES","PARTIDO PROGRESISTA ",1021
"SAN JOAQUIN","SUBPACTO PRSD E INDEPENDIENTES","INDEPENDIENTE",2446
"SAN JOAQUIN","SUBPACTO PRSD E INDEPENDIENTES","PARTIDO RADICAL SOCIALDEMOCRATA",595
"SAN JOAQUIN","SUBPACTO PS E INDEPENDIENTES","PARTIDO SOCIALISTA DE CHILE ",3421
"SAN JOAQUIN",NA,"INDEPENDIENTE",897
"SAN JOAQUIN",NA,"RENOVACION NACIONAL ",1675
"SAN JOAQUIN",NA,"UNION DEMOCRATA INDEPENDIENTE",1117
"SAN JOAQUIN",NA,"UNION PATRIOTICA",251
NA,NA,NA,NA
"SAN JOSE DE MAIPO","SUBPACTO EVOPOLI E INDEPENDIENTES","PARTIDO EVOLUCION POLITICA ",46
"SAN JOSE DE MAIPO","SUBPACTO IC, MAS REGION E INDEPENDIENTES","INDEPENDIENTE",110
"SAN JOSE DE MAIPO","SUBPACTO PCCH E INDEPENDIENTES","PARTIDO COMUNISTA DE CHILE ",155
"SAN JOSE DE MAIPO","SUBPACTO PDC E INDEPENDIENTES","PARTIDO DEMOCRATA CRISTIANO",233
"SAN JOSE DE MAIPO","SUBPACTO PPD E INDEPENDIENTES","INDEPENDIENTE",209
"SAN JOSE DE MAIPO","SUBPACTO PPD E INDEPENDIENTES","PARTIDO POR LA DEMOCRACIA",741
"SAN JOSE DE MAIPO","SUBPACTO PRI E INDEPENDIENTES","INDEPENDIENTE",28
"SAN JOSE DE MAIPO","SUBPACTO PRO E INDEPENDIENTES","INDEPENDIENTE",76
"SAN JOSE DE MAIPO","SUBPACTO PRO E INDEPENDIENTES","PARTIDO PROGRESISTA ",29
"SAN JOSE DE MAIPO","SUBPACTO PRSD E INDEPENDIENTES","PARTIDO RADICAL SOCIALDEMOCRATA",1169
"SAN JOSE DE MAIPO","SUBPACTO PS E INDEPENDIENTES","INDEPENDIENTE",332
"SAN JOSE DE MAIPO","SUBPACTO PS E INDEPENDIENTES","PARTIDO SOCIALISTA DE CHILE ",740
"SAN JOSE DE MAIPO",NA,"INDEPENDIENTE",394
"SAN JOSE DE MAIPO",NA,"RENOVACION NACIONAL ",1562
